namespace_id,canonical_namespace,namespace_name,wiki_code,language_name
828,Module,Module,mg,Malagasy
829,Module talk,Discussion module,mg,Malagasy
1728,Event,Event,mg,Malagasy
1729,Event talk,Event talk,mg,Malagasy
-2,Media,Media,mh,Marshallese
-1,Special,Special,mh,Marshallese
0,,,mh,Marshallese
1,Talk,Talk,mh,Marshallese
2,User,User,mh,Marshallese
3,User talk,User talk,mh,Marshallese
4,Project,Wikipedia,mh,Marshallese
5,Project talk,Wikipedia talk,mh,Marshallese
6,File,File,mh,Marshallese
7,File talk,File talk,mh,Marshallese
8,MediaWiki,MediaWiki,mh,Marshallese
9,MediaWiki talk,MediaWiki talk,mh,Marshallese
10,Template,Template,mh,Marshallese
11,Template talk,Template talk,mh,Marshallese
12,Help,Help,mh,Marshallese
13,Help talk,Help talk,mh,Marshallese
14,Category,Category,mh,Marshallese
15,Category talk,Category talk,mh,Marshallese
710,TimedText,TimedText,mh,Marshallese
711,TimedText talk,TimedText talk,mh,Marshallese
828,Module,Module,mh,Marshallese
829,Module talk,Module talk,mh,Marshallese
1728,Event,Event,mh,Marshallese
1729,Event talk,Event talk,mh,Marshallese
-2,Media,Медиа,mhr,Eastern Mari
-1,Special,Лӱмын ыштыме,mhr,Eastern Mari
0,,,mhr,Eastern Mari
1,Talk,Каҥашымаш,mhr,Eastern Mari
2,User,Пайдаланыше,mhr,Eastern Mari
3,User talk,Пайдаланышын каҥашымашыже,mhr,Eastern Mari
4,Project,Википедий,mhr,Eastern Mari
5,Project talk,Википедийын каҥашымашыже,mhr,Eastern Mari
6,File,Файл,mhr,Eastern Mari
7,File talk,Файл шотышто каҥашымаш,mhr,Eastern Mari
8,MediaWiki,MediaWiki,mhr,Eastern Mari
9,MediaWiki talk,Обсуждение MediaWiki,mhr,Eastern Mari
10,Template,Кышкар,mhr,Eastern Mari
11,Template talk,Кышкар шотышто каҥашымаш,mhr,Eastern Mari
12,Help,Полшык,mhr,Eastern Mari
13,Help talk,Полшык шотышто каҥашымаш,mhr,Eastern Mari
14,Category,Категорий,mhr,Eastern Mari
15,Category talk,Категорий шотышто каҥашымаш,mhr,Eastern Mari
710,TimedText,TimedText,mhr,Eastern Mari
711,TimedText talk,TimedText talk,mhr,Eastern Mari
828,Module,Модуль,mhr,Eastern Mari
829,Module talk,Обсуждение модуля,mhr,Eastern Mari
1728,Event,Event,mhr,Eastern Mari
1729,Event talk,Event talk,mhr,Eastern Mari
-2,Media,Media,mi,Māori
-1,Special,Special,mi,Māori
0,,,mi,Māori
1,Talk,Talk,mi,Māori
2,User,User,mi,Māori
3,User talk,User talk,mi,Māori
4,Project,Wikipedia,mi,Māori
5,Project talk,Wikipedia talk,mi,Māori
6,File,File,mi,Māori
7,File talk,File talk,mi,Māori
8,MediaWiki,MediaWiki,mi,Māori
9,MediaWiki talk,MediaWiki talk,mi,Māori
10,Template,Template,mi,Māori
11,Template talk,Template talk,mi,Māori
12,Help,Help,mi,Māori
13,Help talk,Help talk,mi,Māori
14,Category,Category,mi,Māori
15,Category talk,Category talk,mi,Māori
710,TimedText,TimedText,mi,Māori
711,TimedText talk,TimedText talk,mi,Māori
828,Module,Module,mi,Māori
829,Module talk,Module talk,mi,Māori
1728,Event,Event,mi,Māori
1729,Event talk,Event talk,mi,Māori
-2,Media,Media,min,Minangkabau
-1,Special,Istimewa,min,Minangkabau
0,,,min,Minangkabau
1,Talk,Rundiang,min,Minangkabau
2,User,Pangguno,min,Minangkabau
3,User talk,Rundiang Pangguno,min,Minangkabau
4,Project,Wikipedia,min,Minangkabau
5,Project talk,Rundiang Wikipedia,min,Minangkabau
6,File,Berkas,min,Minangkabau
7,File talk,Rundiang Berkas,min,Minangkabau
8,MediaWiki,MediaWiki,min,Minangkabau
9,MediaWiki talk,Rundiang MediaWiki,min,Minangkabau
10,Template,Templat,min,Minangkabau
11,Template talk,Rundiang Templat,min,Minangkabau
12,Help,Bantuan,min,Minangkabau
13,Help talk,Rundiang Bantuan,min,Minangkabau
14,Category,Kategori,min,Minangkabau
15,Category talk,Rundiang Kategori,min,Minangkabau
100,Portal,Portal,min,Minangkabau
101,Diskusi Portal,Diskusi Portal,min,Minangkabau
710,TimedText,TimedText,min,Minangkabau
711,TimedText talk,TimedText talk,min,Minangkabau
828,Module,Modul,min,Minangkabau
829,Module talk,Rundiang Modul,min,Minangkabau
1728,Event,Acara,min,Minangkabau
1729,Event talk,Pembicaraan Acara,min,Minangkabau
-2,Media,Медиум,mk,Macedonian
-1,Special,Специјална,mk,Macedonian
0,,,mk,Macedonian
1,Talk,Разговор,mk,Macedonian
2,User,Корисник,mk,Macedonian
3,User talk,Разговор со корисник,mk,Macedonian
4,Project,Википедија,mk,Macedonian
5,Project talk,Разговор за Википедија,mk,Macedonian
6,File,Податотека,mk,Macedonian
7,File talk,Разговор за податотека,mk,Macedonian
8,MediaWiki,МедијаВики,mk,Macedonian
9,MediaWiki talk,Разговор за МедијаВики,mk,Macedonian
10,Template,Предлошка,mk,Macedonian
11,Template talk,Разговор за предлошка,mk,Macedonian
12,Help,Помош,mk,Macedonian
13,Help talk,Разговор за помош,mk,Macedonian
14,Category,Категорија,mk,Macedonian
15,Category talk,Разговор за категорија,mk,Macedonian
100,Портал,Портал,mk,Macedonian
101,Разговор за Портал,Разговор за Портал,mk,Macedonian
710,TimedText,TimedText,mk,Macedonian
711,TimedText talk,TimedText talk,mk,Macedonian
828,Module,Модул,mk,Macedonian
829,Module talk,Разговор за модул,mk,Macedonian
1728,Event,Event,mk,Macedonian
1729,Event talk,Event talk,mk,Macedonian
-2,Media,മീഡിയ,ml,Malayalam
-1,Special,പ്രത്യേകം,ml,Malayalam
0,,,ml,Malayalam
1,Talk,സംവാദം,ml,Malayalam
2,User,ഉപയോക്താവ്,ml,Malayalam
3,User talk,ഉപയോക്താവിന്റെ സംവാദം,ml,Malayalam
4,Project,വിക്കിപീഡിയ,ml,Malayalam
5,Project talk,വിക്കിപീഡിയ സംവാദം,ml,Malayalam
6,File,പ്രമാണം,ml,Malayalam
7,File talk,പ്രമാണത്തിന്റെ സംവാദം,ml,Malayalam
8,MediaWiki,മീഡിയവിക്കി,ml,Malayalam
9,MediaWiki talk,മീഡിയവിക്കി സംവാദം,ml,Malayalam
10,Template,ഫലകം,ml,Malayalam
11,Template talk,ഫലകത്തിന്റെ സംവാദം,ml,Malayalam
12,Help,സഹായം,ml,Malayalam
13,Help talk,സഹായത്തിന്റെ സംവാദം,ml,Malayalam
14,Category,വർഗ്ഗം,ml,Malayalam
15,Category talk,വർഗ്ഗത്തിന്റെ സംവാദം,ml,Malayalam
100,കവാടം,കവാടം,ml,Malayalam
101,കവാടത്തിന്റെ സംവാദം,കവാടത്തിന്റെ സംവാദം,ml,Malayalam
118,കരട്,കരട്,ml,Malayalam
119,കരട് സംവാദം,കരട് സംവാദം,ml,Malayalam
710,TimedText,TimedText,ml,Malayalam
711,TimedText talk,TimedText talk,ml,Malayalam
828,Module,ഘടകം,ml,Malayalam
829,Module talk,ഘടകത്തിന്റെ സംവാദം,ml,Malayalam
1728,Event,Event,ml,Malayalam
1729,Event talk,Event talk,ml,Malayalam
-2,Media,Медиа,mn,Mongolian
-1,Special,Тусгай,mn,Mongolian
0,,,mn,Mongolian
1,Talk,Хэлэлцүүлэг,mn,Mongolian
2,User,Хэрэглэгч,mn,Mongolian
3,User talk,Хэрэглэгчийн яриа,mn,Mongolian
4,Project,Википедиа,mn,Mongolian
5,Project talk,Википедиагийн хэлэлцүүлэг,mn,Mongolian
6,File,Файл,mn,Mongolian
7,File talk,Файлын хэлэлцүүлэг,mn,Mongolian
8,MediaWiki,МедиаВики,mn,Mongolian
9,MediaWiki talk,МедиаВикигийн хэлэлцүүлэг,mn,Mongolian
10,Template,Загвар,mn,Mongolian
11,Template talk,Загварын хэлэлцүүлэг,mn,Mongolian
12,Help,Тусламж,mn,Mongolian
13,Help talk,Тусламжийн хэлэлцүүлэг,mn,Mongolian
14,Category,Ангилал,mn,Mongolian
15,Category talk,Ангиллын хэлэлцүүлэг,mn,Mongolian
710,TimedText,TimedText,mn,Mongolian
711,TimedText talk,TimedText talk,mn,Mongolian
828,Module,Module,mn,Mongolian
829,Module talk,Module talk,mn,Mongolian
1728,Event,Event,mn,Mongolian
1729,Event talk,Event talk,mn,Mongolian
-2,Media,ꯃꯦꯗꯤꯌꯥ,mni,Manipuri
-1,Special,ꯑꯈꯟꯅꯕ,mni,Manipuri
0,,,mni,Manipuri
1,Talk,ꯋꯥ ꯍꯥꯏꯐꯝ,mni,Manipuri
2,User,ꯁꯤꯖꯤꯟꯅꯔꯤꯕ,mni,Manipuri
3,User talk,ꯁꯤꯖꯤꯟꯅꯔꯤꯕ ꯋꯥ ꯍꯥꯏꯐꯝ,mni,Manipuri
4,Project,ꯋꯤꯀꯤꯄꯦꯗꯤꯌꯥ,mni,Manipuri
5,Project talk,ꯋꯤꯀꯤꯄꯦꯗꯤꯌꯥ ꯋꯥ ꯍꯥꯏꯐꯝ,mni,Manipuri
6,File,ꯐꯥꯏꯜ,mni,Manipuri
7,File talk,ꯐꯥꯏꯜ ꯋꯥ ꯍꯥꯏꯐꯝ,mni,Manipuri
8,MediaWiki,ꯃꯦꯗꯤꯌꯥꯋꯤꯀꯤ,mni,Manipuri
9,MediaWiki talk,ꯃꯦꯗꯤꯌꯥꯋꯤꯀꯤ ꯋꯥ ꯍꯥꯏꯐꯝ,mni,Manipuri
10,Template,ꯇꯦꯝꯄ꯭ꯂꯦꯠ,mni,Manipuri
11,Template talk,ꯇꯦꯝꯄ꯭ꯂꯦꯠ ꯋꯥ ꯍꯥꯏꯐꯝ,mni,Manipuri
12,Help,ꯃꯇꯦꯡ,mni,Manipuri
13,Help talk,ꯃꯇꯦꯡ ꯋꯥ ꯍꯥꯏꯐꯝ,mni,Manipuri
14,Category,ꯃꯆꯥꯈꯥꯏꯕ,mni,Manipuri
15,Category talk,ꯃꯆꯥꯈꯥꯏꯕ ꯋꯥ ꯍꯥꯏꯐꯝ,mni,Manipuri
710,TimedText,TimedText,mni,Manipuri
711,TimedText talk,TimedText talk,mni,Manipuri
828,Module,Module,mni,Manipuri
829,Module talk,Module talk,mni,Manipuri
1728,Event,Event,mni,Manipuri
1729,Event talk,Event talk,mni,Manipuri
-2,Media,မဳဒဳယာ,mnw,Mon
-1,Special,တၟေင်,mnw,Mon
0,,,mnw,Mon
1,Talk,ဓရီုကျာ,mnw,Mon
2,User,ညးလွပ်,mnw,Mon
3,User talk,ညးလွပ် ဓရီုကျာ,mnw,Mon
4,Project,ဝဳကဳပဳဒဳယာ,mnw,Mon
5,Project talk,ဝဳကဳပဳဒဳယာ ဓရီုကျာ,mnw,Mon
6,File,ဝှာင်,mnw,Mon
7,File talk,ဝှာင် ဓရီုကျာ,mnw,Mon
8,MediaWiki,မဳဒဳယာဝဳကဳ,mnw,Mon
9,MediaWiki talk,မဳဒဳယာဝဳကဳ ဓရီုကျာ,mnw,Mon
10,Template,ထာမ်ပလိက်,mnw,Mon
11,Template talk,ထာမ်ပလိက် ဓရီုကျာ,mnw,Mon
12,Help,ရီု,mnw,Mon
13,Help talk,ရီု ဓရီုကျာ,mnw,Mon
14,Category,ကဏ္ဍ,mnw,Mon
15,Category talk,ကဏ္ဍ ဓရီုကျာ,mnw,Mon
100,ပါင်မုက်,ပါင်မုက်,mnw,Mon
101,ပါင်မုက် ဓရီုကျာ,ပါင်မုက် ဓရီုကျာ,mnw,Mon
710,TimedText,TimedText,mnw,Mon
711,TimedText talk,TimedText talk,mnw,Mon
828,Module,မဝ်ဂျူ,mnw,Mon
829,Module talk,မဝ်ဂျူ ဓရီုကျာ,mnw,Mon
1728,Event,Event,mnw,Mon
1729,Event talk,Event talk,mnw,Mon
-2,Media,Deem,mos,Mossi
-1,Special,Bãnde,mos,Mossi
0,,,mos,Mossi
1,Talk,Gomde,mos,Mossi
2,User,Tʋmtʋmda,mos,Mossi
3,User talk,Tʋmtʋmd gomde,mos,Mossi
4,Project,Wikipidiya,mos,Mossi
5,Project talk,Wikipidiya gomde,mos,Mossi
6,File,Fisiye,mos,Mossi
7,File talk,Fisiye gomde,mos,Mossi
8,MediaWiki,MediaWiki,mos,Mossi
9,MediaWiki talk,MediaWiki gomde,mos,Mossi
10,Template,Sõr-wilgda,mos,Mossi
11,Template talk,Sõr-wilgd gomde,mos,Mossi
12,Help,Sõngre,mos,Mossi
13,Help talk,Sõngre gomde,mos,Mossi
14,Category,Sulli,mos,Mossi
15,Category talk,Sull gomde,mos,Mossi
710,TimedText,TimedText,mos,Mossi
711,TimedText talk,TimedText talk,mos,Mossi
828,Module,Module,mos,Mossi
829,Module talk,Module talk,mos,Mossi
1728,Event,Event,mos,Mossi
1729,Event talk,Event talk,mos,Mossi
-2,Media,मिडिया,mr,Marathi
-1,Special,विशेष,mr,Marathi
0,,,mr,Marathi
1,Talk,चर्चा,mr,Marathi
2,User,सदस्य,mr,Marathi
3,User talk,सदस्य चर्चा,mr,Marathi
4,Project,विकिपीडिया,mr,Marathi
5,Project talk,विकिपीडिया चर्चा,mr,Marathi
6,File,चित्र,mr,Marathi
7,File talk,चित्र चर्चा,mr,Marathi
8,MediaWiki,मिडियाविकी,mr,Marathi
9,MediaWiki talk,मिडियाविकी चर्चा,mr,Marathi
10,Template,साचा,mr,Marathi
11,Template talk,साचा चर्चा,mr,Marathi
12,Help,सहाय्य,mr,Marathi
13,Help talk,सहाय्य चर्चा,mr,Marathi
14,Category,वर्ग,mr,Marathi
15,Category talk,वर्ग चर्चा,mr,Marathi
100,दालन,दालन,mr,Marathi
101,दालन चर्चा,दालन चर्चा,mr,Marathi
118,मसुदा,मसुदा,mr,Marathi
119,मसुदा चर्चा,मसुदा चर्चा,mr,Marathi
710,TimedText,TimedText,mr,Marathi
711,TimedText talk,TimedText talk,mr,Marathi
828,Module,विभाग,mr,Marathi
829,Module talk,विभाग चर्चा,mr,Marathi
1728,Event,Event,mr,Marathi
1729,Event talk,Event talk,mr,Marathi
-2,Media,Медиа,mrj,Western Mari
-1,Special,Спецӹлӹштӓш,mrj,Western Mari
0,,,mrj,Western Mari
1,Talk,Кӓнгӓшӹмӓш,mrj,Western Mari
2,User,Сирӹшӹ,mrj,Western Mari
3,User talk,Сирӹшӹм кӓнгӓшӹмӓш,mrj,Western Mari
4,Project,Википеди,mrj,Western Mari
5,Project talk,Википедим кӓнгӓшӹмӓш,mrj,Western Mari
6,File,Файл,mrj,Western Mari
7,File talk,Файлым кӓнгӓшӹмӓш,mrj,Western Mari
8,MediaWiki,MediaWiki,mrj,Western Mari
9,MediaWiki talk,MediaWiki-м кӓнгӓшӹмӓш,mrj,Western Mari
10,Template,Шаблон,mrj,Western Mari
11,Template talk,Шаблоным кӓнгӓшӹмӓш,mrj,Western Mari
12,Help,Палшык,mrj,Western Mari
13,Help talk,Палшыкым кӓнгӓшӹмӓш,mrj,Western Mari
14,Category,Категори,mrj,Western Mari
15,Category talk,Категорим кӓнгӓшӹмӓш,mrj,Western Mari
710,TimedText,TimedText,mrj,Western Mari
711,TimedText talk,TimedText talk,mrj,Western Mari
828,Module,Модуль,mrj,Western Mari
829,Module talk,Обсуждение модуля,mrj,Western Mari
1728,Event,Event,mrj,Western Mari
1729,Event talk,Event talk,mrj,Western Mari
-2,Media,Media,ms,Malay
-1,Special,Khas,ms,Malay
0,,,ms,Malay
1,Talk,Perbincangan,ms,Malay
2,User,Pengguna,ms,Malay
3,User talk,Perbincangan pengguna,ms,Malay
4,Project,Wikipedia,ms,Malay
5,Project talk,Perbincangan Wikipedia,ms,Malay
6,File,Fail,ms,Malay
7,File talk,Perbincangan fail,ms,Malay
8,MediaWiki,MediaWiki,ms,Malay
9,MediaWiki talk,Perbincangan MediaWiki,ms,Malay
10,Template,Templat,ms,Malay
11,Template talk,Perbincangan templat,ms,Malay
12,Help,Bantuan,ms,Malay
13,Help talk,Perbincangan bantuan,ms,Malay
14,Category,Kategori,ms,Malay
15,Category talk,Perbincangan kategori,ms,Malay
100,Gerbang,Gerbang,ms,Malay
101,Perbincangan gerbang,Perbincangan gerbang,ms,Malay
126,MOS,MOS,ms,Malay
127,Perbincangan MOS,Perbincangan MOS,ms,Malay
710,TimedText,TimedText,ms,Malay
711,TimedText talk,TimedText talk,ms,Malay
828,Module,Modul,ms,Malay
829,Module talk,Perbincangan modul,ms,Malay
1728,Event,Acara,ms,Malay
1729,Event talk,Perbincangan acara,ms,Malay
-2,Media,Medja,mt,Maltese
-1,Special,Speċjali,mt,Maltese
0,,,mt,Maltese
1,Talk,Diskussjoni,mt,Maltese
2,User,Utent,mt,Maltese
3,User talk,Diskussjoni utent,mt,Maltese
4,Project,Wikipedija,mt,Maltese
5,Project talk,Diskussjoni Wikipedija,mt,Maltese
6,File,Stampa,mt,Maltese
7,File talk,Diskussjoni stampa,mt,Maltese
8,MediaWiki,MediaWiki,mt,Maltese
9,MediaWiki talk,Diskussjoni MediaWiki,mt,Maltese
10,Template,Mudell,mt,Maltese
11,Template talk,Diskussjoni mudell,mt,Maltese
12,Help,Għajnuna,mt,Maltese
13,Help talk,Diskussjoni għajnuna,mt,Maltese
14,Category,Kategorija,mt,Maltese
15,Category talk,Diskussjoni kategorija,mt,Maltese
100,Portal,Portal,mt,Maltese
101,Diskussjoni portal,Diskussjoni portal,mt,Maltese
710,TimedText,TimedText,mt,Maltese
711,TimedText talk,TimedText talk,mt,Maltese
828,Module,Module,mt,Maltese
829,Module talk,Module talk,mt,Maltese
1728,Event,Event,mt,Maltese
1729,Event talk,Event talk,mt,Maltese
-2,Media,Media,mus,Muscogee
-1,Special,Special,mus,Muscogee
0,,,mus,Muscogee
1,Talk,Talk,mus,Muscogee
2,User,User,mus,Muscogee
3,User talk,User talk,mus,Muscogee
4,Project,Wikipedia,mus,Muscogee
5,Project talk,Wikipedia talk,mus,Muscogee
6,File,File,mus,Muscogee
7,File talk,File talk,mus,Muscogee
8,MediaWiki,MediaWiki,mus,Muscogee
9,MediaWiki talk,MediaWiki talk,mus,Muscogee
10,Template,Template,mus,Muscogee
11,Template talk,Template talk,mus,Muscogee
12,Help,Help,mus,Muscogee
13,Help talk,Help talk,mus,Muscogee
14,Category,Category,mus,Muscogee
15,Category talk,Category talk,mus,Muscogee
710,TimedText,TimedText,mus,Muscogee
711,TimedText talk,TimedText talk,mus,Muscogee
828,Module,Module,mus,Muscogee
829,Module talk,Module talk,mus,Muscogee
1728,Event,Event,mus,Muscogee
1729,Event talk,Event talk,mus,Muscogee
-2,Media,Multimédia,mwl,Mirandese
-1,Special,Special,mwl,Mirandese
0,,,mwl,Mirandese
1,Talk,Cumbersa,mwl,Mirandese
2,User,Outelizador(a),mwl,Mirandese
3,User talk,Cumbersa outelizador(a),mwl,Mirandese
4,Project,Biquipédia,mwl,Mirandese
5,Project talk,Cumbersa Biquipédia,mwl,Mirandese
6,File,Fexeiro,mwl,Mirandese
7,File talk,Cumbersa fexeiro,mwl,Mirandese
8,MediaWiki,Biqui,mwl,Mirandese
9,MediaWiki talk,Cumbersa Biqui,mwl,Mirandese
10,Template,Modelo,mwl,Mirandese
11,Template talk,Cumbersa modelo,mwl,Mirandese
12,Help,Ajuda,mwl,Mirandese
13,Help talk,Cumbersa ajuda,mwl,Mirandese
14,Category,Catadorie,mwl,Mirandese
15,Category talk,Cumbersa catadorie,mwl,Mirandese
100,Portal,Portal,mwl,Mirandese
101,Cumbersa portal,Cumbersa portal,mwl,Mirandese
710,TimedText,TimedText,mwl,Mirandese
711,TimedText talk,TimedText talk,mwl,Mirandese
828,Module,Módulo,mwl,Mirandese
829,Module talk,Cumbersa módulo,mwl,Mirandese
1728,Event,Evento,mwl,Mirandese
1729,Event talk,Evento Discussão,mwl,Mirandese
-2,Media,မီဒီယာ,my,Burmese
-1,Special,အထူး,my,Burmese
0,,,my,Burmese
1,Talk,ဆွေးနွေးချက်,my,Burmese
2,User,အသုံးပြုသူ,my,Burmese
3,User talk,အသုံးပြုသူ ဆွေးနွေးချက်,my,Burmese
4,Project,ဝီကီပီးဒီးယား,my,Burmese
5,Project talk,ဝီကီပီးဒီးယား ဆွေးနွေးချက်,my,Burmese
6,File,ဖိုင်,my,Burmese
7,File talk,ဖိုင် ဆွေးနွေးချက်,my,Burmese
8,MediaWiki,မီဒီယာဝီကီ,my,Burmese
9,MediaWiki talk,မီဒီယာဝီကီ ဆွေးနွေးချက်,my,Burmese
10,Template,တမ်းပလိတ်,my,Burmese
11,Template talk,တမ်းပလိတ် ဆွေးနွေးချက်,my,Burmese
12,Help,အကူအညီ,my,Burmese
13,Help talk,အကူအညီ ဆွေးနွေးချက်,my,Burmese
14,Category,ကဏ္ဍ,my,Burmese
15,Category talk,ကဏ္ဍ ဆွေးနွေးချက်,my,Burmese
100,မုခ်ဝ,မုခ်ဝ,my,Burmese
101,မုခ်ဝ ဆွေးနွေးချက်,မုခ်ဝ ဆွေးနွေးချက်,my,Burmese
118,စာမူကြမ်း,စာမူကြမ်း,my,Burmese
119,စာမူကြမ်း ဆွေးနွေးချက်,စာမူကြမ်း ဆွေးနွေးချက်,my,Burmese
710,TimedText,TimedText,my,Burmese
711,TimedText talk,TimedText talk,my,Burmese
828,Module,မော်ဂျူး,my,Burmese
829,Module talk,မော်ဂျူး ဆွေးနွေးချက်,my,Burmese
1728,Event,Event,my,Burmese
1729,Event talk,Event talk,my,Burmese
-2,Media,Медия,myv,Erzya
-1,Special,Башка тевень,myv,Erzya
0,,,myv,Erzya
1,Talk,Кортамо,myv,Erzya
2,User,Теиця,myv,Erzya
3,User talk,Теицянь кортамось,myv,Erzya
4,Project,Википедиясь,myv,Erzya
5,Project talk,Википедиясь кортамось,myv,Erzya
6,File,Артовкс,myv,Erzya
7,File talk,Артовксто кортамось,myv,Erzya
8,MediaWiki,MediaWiki,myv,Erzya
9,MediaWiki talk,MediaWiki-нь кортамось,myv,Erzya
10,Template,ЛопаПарцун,myv,Erzya
11,Template talk,ЛопаПарцундо кортамось,myv,Erzya
12,Help,Лезкс,myv,Erzya
13,Help talk,Лезкстэ кортамось,myv,Erzya
14,Category,Категория,myv,Erzya
15,Category talk,Категориядо кортамось,myv,Erzya
710,TimedText,TimedText,myv,Erzya
711,TimedText talk,TimedText talk,myv,Erzya
828,Module,Модуль,myv,Erzya
829,Module talk,Обсуждение модуля,myv,Erzya
1728,Event,Event,myv,Erzya
1729,Event talk,Event talk,myv,Erzya
-2,Media,مدیا,mzn,Mazanderani
-1,Special,شا,mzn,Mazanderani
0,,,mzn,Mazanderani
1,Talk,گپ,mzn,Mazanderani
2,User,کارور,mzn,Mazanderani
3,User talk,کارور گپ,mzn,Mazanderani
4,Project,ویکی‌پدیا,mzn,Mazanderani
5,Project talk,ویکی‌پدیا گپ,mzn,Mazanderani
6,File,پرونده,mzn,Mazanderani
7,File talk,پرونده گپ,mzn,Mazanderani
8,MediaWiki,مدیاویکی,mzn,Mazanderani
9,MediaWiki talk,مدیاویکی گپ,mzn,Mazanderani
10,Template,شابلون,mzn,Mazanderani
11,Template talk,شابلون گپ,mzn,Mazanderani
12,Help,رانما,mzn,Mazanderani
13,Help talk,رانما گپ,mzn,Mazanderani
14,Category,رج,mzn,Mazanderani
15,Category talk,رج گپ,mzn,Mazanderani
100,پورتال,پورتال,mzn,Mazanderani
101,پورتال گپ,پورتال گپ,mzn,Mazanderani
102,پروژه,پروژه,mzn,Mazanderani
103,پروژه گپ,پروژه گپ,mzn,Mazanderani
710,TimedText,TimedText,mzn,Mazanderani
711,TimedText talk,TimedText talk,mzn,Mazanderani
828,Module,ماژول,mzn,Mazanderani
829,Module talk,ماژول گپ,mzn,Mazanderani
1728,Event,Event,mzn,Mazanderani
1729,Event talk,Event talk,mzn,Mazanderani
-2,Media,Media,na,Nauru
-1,Special,Special,na,Nauru
0,,,na,Nauru
1,Talk,Talk,na,Nauru
2,User,User,na,Nauru
3,User talk,User talk,na,Nauru
4,Project,Wikipedia,na,Nauru
5,Project talk,Wikipedia talk,na,Nauru
6,File,File,na,Nauru
7,File talk,File talk,na,Nauru
8,MediaWiki,MediaWiki,na,Nauru
9,MediaWiki talk,MediaWiki talk,na,Nauru
10,Template,Template,na,Nauru
11,Template talk,Template talk,na,Nauru
12,Help,Help,na,Nauru
13,Help talk,Help talk,na,Nauru
14,Category,Category,na,Nauru
15,Category talk,Category talk,na,Nauru
710,TimedText,TimedText,na,Nauru
711,TimedText talk,TimedText talk,na,Nauru
828,Module,Module,na,Nauru
829,Module talk,Module talk,na,Nauru
1728,Event,Event,na,Nauru
1729,Event talk,Event talk,na,Nauru
-2,Media,Mēdiatl,nah,Nahuatl
-1,Special,Nōncuahquīzqui,nah,Nahuatl
0,,,nah,Nahuatl
1,Talk,Tēixnāmiquiliztli,nah,Nahuatl
2,User,Tlatequitiltilīlli,nah,Nahuatl
3,User talk,Tlatequitiltilīlli tēixnāmiquiliztli,nah,Nahuatl
4,Project,Huiquipedia,nah,Nahuatl
5,Project talk,Huiquipedia tēixnāmiquiliztli,nah,Nahuatl
6,File,Īxiptli,nah,Nahuatl
7,File talk,Īxiptli tēixnāmiquiliztli,nah,Nahuatl
8,MediaWiki,Huiquimedia,nah,Nahuatl
9,MediaWiki talk,Huiquimedia tēixnāmiquiliztli,nah,Nahuatl
10,Template,Nemachiyōtīlli,nah,Nahuatl
11,Template talk,Nemachiyōtīlli tēixnāmiquiliztli,nah,Nahuatl
12,Help,Tēpalēhuiliztli,nah,Nahuatl
13,Help talk,Tēpalēhuiliztli tēixnāmiquiliztli,nah,Nahuatl
14,Category,Neneuhcāyōtl,nah,Nahuatl
15,Category talk,Neneuhcāyōtl tēixnāmiquiliztli,nah,Nahuatl
710,TimedText,TimedText,nah,Nahuatl
711,TimedText talk,TimedText talk,nah,Nahuatl
828,Module,Módulo,nah,Nahuatl
829,Module talk,Módulo discusión,nah,Nahuatl
1728,Event,Evento,nah,Nahuatl
1729,Event talk,Evento discusión,nah,Nahuatl
-2,Media,Mûi-thé,nan,Minnan
-1,Special,Tek-pia̍t,nan,Minnan
0,,,nan,Minnan
1,Talk,Thó-lūn,nan,Minnan
2,User,Iōng-chiá,nan,Minnan
3,User talk,Iōng-chiá thó-lūn,nan,Minnan
4,Project,Wikipedia,nan,Minnan
5,Project talk,Wikipedia thó-lūn,nan,Minnan
6,File,tóng-àn,nan,Minnan
7,File talk,tóng-àn thó-lūn,nan,Minnan
8,MediaWiki,MediaWiki,nan,Minnan
9,MediaWiki talk,MediaWiki thó-lūn,nan,Minnan
10,Template,Pang-bô͘,nan,Minnan
11,Template talk,Pang-bô͘ thó-lūn,nan,Minnan
12,Help,Pang-chān,nan,Minnan
13,Help talk,Pang-chān thó-lūn,nan,Minnan
14,Category,Lūi-pia̍t,nan,Minnan
15,Category talk,Lūi-pia̍t thó-lūn,nan,Minnan
100,Portal,Portal,nan,Minnan
101,Portal talk,Portal talk,nan,Minnan
710,TimedText,TimedText,nan,Minnan
711,TimedText talk,TimedText talk,nan,Minnan
828,Module,模組,nan,Minnan
829,Module talk,模組討論,nan,Minnan
1728,Event,Event,nan,Minnan
1729,Event talk,Event talk,nan,Minnan
-2,Media,Media,nap,Neapolitan
-1,Special,Speciàle,nap,Neapolitan
0,,,nap,Neapolitan
1,Talk,Chiàcchiera,nap,Neapolitan
2,User,Utente,nap,Neapolitan
3,User talk,Utente chiàcchiera,nap,Neapolitan
4,Project,Wikipedia,nap,Neapolitan
5,Project talk,Wikipedia chiàcchiera,nap,Neapolitan
6,File,Fiùra,nap,Neapolitan
7,File talk,Fiùra chiàcchiera,nap,Neapolitan
8,MediaWiki,MediaWiki,nap,Neapolitan
9,MediaWiki talk,MediaWiki chiàcchiera,nap,Neapolitan
10,Template,Modello,nap,Neapolitan
